id,annotation_id,elementid
1653,19511,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1654,19512,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1655,19513,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1656,19514,"[["""", ""clause""], [""type"", ""disposition""]]"
1669,19527,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1657,19515,"[["""", ""clause""], [""type"", ""witnesses""]]"
1658,19516,"[["""", ""clause""], [""type"", ""holding""]]"
1659,19517,"[["""", ""clause""], [""type"", ""warrandice""]]"
1660,19518,"[["""", ""clause""], [""type"", ""boundaries""]]"
1661,19519,"[["""", ""clause""], [""type"", ""address""]]"
1662,19520,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1663,19521,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""comes-waldeuus""]]"
1664,19522,"[["""", ""clause""], [""type"", ""notification""]]"
1665,19523,"[["""", ""clause""], [""type"", ""witnesses""]]"
1666,19524,"[["""", ""clause""], [""type"", ""warrandice""]]"
1670,19528,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""comes-patricius""]]"
1643,19500,"[["""", ""clause""], [""type"", ""disposition""]]"
1645,19503,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""rogerus-filius-glay""]]"
1671,19529,"[["""", ""clause""], [""type"", ""notification""]]"
1672,19530,"[["""", ""clause""], [""type"", ""witnesses""]]"
1673,19531,"[["""", ""clause""], [""type"", ""warrandice""]]"
1674,19532,"[["""", ""clause""], [""type"", ""holding""]]"
1675,19533,"[["""", ""clause""], [""type"", ""disposition""]]"
1676,19534,"[["""", ""clause""], [""type"", ""address""]]"
1677,19535,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1678,19536,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
1679,19537,"[["""", ""clause""], [""type"", ""notification""]]"
1680,19539,"[["""", ""clause""], [""type"", ""witnesses""]]"
1740,19681,"[["""", ""clause""], [""type"", ""address""]]"
1681,19538,"[["""", ""clause""], [""type"", ""disposition""]]"
1682,19540,"[["""", ""clause""], [""type"", ""warrandice""]]"
1683,19541,"[["""", ""clause""], [""type"", ""holding""]]"
1684,19542,"[["""", ""clause""], [""type"", ""notification""]]"
1741,19682,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1742,19683,"[["""", ""clause""], [""type"", ""salutation""]]"
1743,19684,"[["""", ""clause""], [""type"", ""notification""]]"
1744,19686,"[["""", ""clause""], [""type"", ""witnesses""]]"
1686,19544,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""rogerus""]]"
1685,19543,"[["""", ""clause""], [""type"", ""disposition""]]"
1687,19545,"[["""", ""clause""], [""type"", ""witnesses""]]"
1688,19546,"[["""", ""clause""], [""type"", ""warrandice""]]"
1689,19547,"[["""", ""clause""], [""type"", ""holding""]]"
1690,19548,"[["""", ""clause""], [""type"", ""address""]]"
1691,19549,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1692,19550,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""rogerus-burnard""]]"
1693,19551,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1694,19552,"[["""", ""clause""], [""type"", ""witnesses""]]"
1695,19553,"[["""", ""clause""], [""type"", ""disposition""]]"
1696,19554,"[["""", ""clause""], [""type"", ""warrandice""]]"
1697,19555,"[["""", ""clause""], [""type"", ""holding""]]"
1698,19556,"[["""", ""clause""], [""type"", ""address""]]"
1699,19557,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1700,19558,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1701,19559,"[["""", ""clause""], [""type"", ""witnesses""]]"
1702,19560,"[["""", ""clause""], [""type"", ""disposition""]]"
1703,19561,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""notum-sit-uobis""]]"
1704,19562,"[["""", ""clause""], [""type"", ""boundaries""]]"
1705,19563,"[["""", ""clause""], [""type"", ""notification""]]"
1706,19564,"[["""", ""clause""], [""type"", ""witnesses""]]"
1707,19565,"[["""", ""clause""], [""type"", ""disposition""]]"
1708,19566,"[["""", ""clause""], [""type"", ""holding""]]"
1709,19567,"[["""", ""clause""], [""type"", ""address""]]"
1710,19568,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""willelmus-de-morev""]]"
1711,19569,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1712,19570,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
1713,19571,"[["""", ""clause""], [""type"", ""witnesses""]]"
1714,19572,"[["""", ""clause""], [""type"", ""holding""]]"
1715,19573,"[["""", ""clause""], [""type"", ""disposition""]]"
1716,19574,"[["""", ""clause""], [""type"", ""boundaries""]]"
1717,19575,"[["""", ""clause""], [""type"", ""notification""]]"
1745,19687,"[["""", ""clause""], [""type"", ""narration""], [""@o"", ""2""]]"
1718,19576,"[["""", ""clause""], [""type"", ""disposition""]]"
1720,19636,"[["""", ""clause""], [""type"", ""holding""]]"
1721,19640,"[["""", ""clause""], [""type"", ""address""]]"
1722,19643,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1723,19644,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1724,19646,"[["""", ""clause""], [""type"", ""undefined""], [""@text"", ""sciatis""]]"
1725,19648,"[["""", ""clause""], [""type"", ""disposition""]]"
1726,19654,"[["""", ""clause""], [""type"", ""sealing""]]"
1727,19655,"[["""", ""clause""], [""type"", ""witnesses""]]"
1728,19657,"[["""", ""clause""], [""type"", ""notification""]]"
1729,19661,"[["""", ""clause""], [""type"", ""witnesses""]]"
1730,19662,"[["""", ""clause""], [""type"", ""disposition""]]"
1731,19663,"[["""", ""clause""], [""type"", ""holding""]]"
1732,19666,"[["""", ""clause""], [""type"", ""address""]]"
1733,19667,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1734,19668,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1735,19669,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
1736,19670,"[["""", ""clause""], [""type"", ""witnesses""]]"
1737,19671,"[["""", ""clause""], [""type"", ""disposition""]]"
1738,19672,"[["""", ""clause""], [""type"", ""boundaries""]]"
1739,19677,"[["""", ""clause""], [""type"", ""holding""]]"
1746,19685,"[["""", ""clause""], [""type"", ""narration""]]"
1747,19689,"[["""", ""clause""], [""type"", ""undefined""]]"
1748,19690,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1749,19691,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1750,19692,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""noueritis-uniuersi""]]"
1751,19693,"[["""", ""clause""], [""type"", ""disposition""]]"
1752,19694,"[["""", ""clause""], [""type"", ""witnesses""]]"
1753,19695,"[["""", ""clause""], [""type"", ""warrandice""]]"
1754,19696,"[["""", ""clause""], [""type"", ""holding""]]"
1755,19697,"[["""", ""clause""], [""type"", ""address""]]"
1756,19698,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1757,19699,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1758,19700,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1760,19702,"[["""", ""clause""], [""type"", ""disposition""]]"
1759,19701,"[["""", ""clause""], [""type"", ""witnesses""]]"
1761,19703,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""et-sciendum-quod""]]"
1809,19824,"[["""", ""clause""], [""type"", ""holding""]]"
1762,19704,"[["""", ""clause""], [""type"", ""holding""]]"
1763,19705,"[["""", ""clause""], [""type"", ""warrandice""]]"
1764,19706,"[["""", ""clause""], [""type"", ""address""]]"
1765,19707,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1766,19708,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1767,19709,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1768,19711,"[["""", ""clause""], [""type"", ""witnesses""]]"
1769,19710,"[["""", ""clause""], [""type"", ""disposition""]]"
1770,19712,"[["""", ""clause""], [""type"", ""holding""]]"
1771,19713,"[["""", ""clause""], [""type"", ""address""]]"
1772,19714,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1773,19715,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1774,19716,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1775,19718,"[["""", ""clause""], [""type"", ""witnesses""]]"
1777,19719,"[["""", ""clause""], [""type"", ""boundaries""]]"
1810,19825,"[["""", ""clause""], [""type"", ""boundaries""]]"
1811,19826,"[["""", ""clause""], [""type"", ""address""]]"
1776,19717,"[["""", ""clause""], [""type"", ""disposition""]]"
1778,19720,"[["""", ""clause""], [""type"", ""boundaries""], [""@o"", ""2""]]"
1779,19721,"[["""", ""clause""], [""type"", ""holding""]]"
1780,19722,"[["""", ""clause""], [""type"", ""warrandice""]]"
1781,19789,"[["""", ""clause""], [""type"", ""witnesses""]]"
1782,19793,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
3061,23032,"[["""", ""clause""], [""type"", ""notification""]]"
1812,19827,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1783,19794,"[["""", ""clause""], [""type"", ""sealing""]]"
1784,19795,"[["""", ""clause""], [""type"", ""injunction""]]"
1785,19796,"[["""", ""clause""], [""type"", ""disposition""]]"
1787,19798,"[["""", ""clause""], [""type"", ""boundaries""]]"
1786,19797,"[["""", ""clause""], [""type"", ""boundaries""]]"
1813,19828,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""comes-patricius""]]"
1814,19829,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1815,19830,"[["""", ""clause""], [""type"", ""witnesses""]]"
1788,19799,"[["""", ""clause""], [""type"", ""holding""]]"
1789,19800,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1790,19801,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1791,19802,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1793,19804,"[["""", ""clause""], [""type"", ""witnesses""]]"
1794,19809,"[["""", ""clause""], [""type"", ""warrandice""]]"
1792,19803,"[["""", ""clause""], [""type"", ""disposition""]]"
1795,19810,"[["""", ""clause""], [""type"", ""holding""]]"
1796,19811,"[["""", ""clause""], [""type"", ""boundaries""]]"
1797,19812,"[["""", ""clause""], [""type"", ""witnesses""]]"
1798,19813,"[["""", ""clause""], [""type"", ""warrandice""]]"
1799,19814,"[["""", ""clause""], [""type"", ""holding""]]"
1800,19815,"[["""", ""clause""], [""type"", ""notification""]]"
1801,19816,"[["""", ""clause""], [""type"", ""disposition""]]"
1802,19817,"[["""", ""clause""], [""type"", ""address""]]"
1803,19818,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1804,19819,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1805,19820,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1806,19821,"[["""", ""clause""], [""type"", ""disposition""]]"
1807,19822,"[["""", ""clause""], [""type"", ""witnesses""]]"
1808,19823,"[["""", ""clause""], [""type"", ""warrandice""]]"
1816,19831,"[["""", ""clause""], [""type"", ""disposition""]]"
1817,19832,"[["""", ""clause""], [""type"", ""holding""]]"
1818,19833,"[["""", ""clause""], [""type"", ""boundaries""]]"
1819,19834,"[["""", ""clause""], [""type"", ""address""]]"
1820,19835,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1821,19836,"[["""", ""clause""], [""type"", ""notification""]]"
1822,19837,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1823,19838,"[["""", ""clause""], [""type"", ""disposition""]]"
1824,19839,"[["""", ""clause""], [""type"", ""witnesses""]]"
1825,19840,"[["""", ""clause""], [""type"", ""holding""]]"
1826,19841,"[["""", ""clause""], [""type"", ""witnesses""]]"
1828,19843,"[["""", ""clause""], [""type"", ""holding""]]"
1827,19842,"[["""", ""clause""], [""type"", ""disposition""]]"
1829,19844,"[["""", ""clause""], [""type"", ""injunction""]]"
1830,19845,"[["""", ""clause""], [""type"", ""address""]]"
1831,19846,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1832,19847,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
1833,19848,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1834,19849,"[["""", ""clause""], [""type"", ""witnesses""]]"
1835,19850,"[["""", ""clause""], [""type"", ""disposition""]]"
1836,19851,"[["""", ""clause""], [""type"", ""sealing""]]"
1837,19852,"[["""", ""clause""], [""type"", ""address""]]"
1838,19853,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1839,19855,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
1840,19856,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1841,19857,"[["""", ""clause""], [""type"", ""disposition""]]"
1842,19858,"[["""", ""clause""], [""type"", ""witnesses""]]"
1843,19859,"[["""", ""clause""], [""type"", ""holding""]]"
1844,19860,"[["""", ""clause""], [""type"", ""address""]]"
1845,19861,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1846,19862,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""iohannes-filius-orm""]]"
1847,19863,"[["""", ""clause""], [""type"", ""notification""]]"
1848,19864,"[["""", ""clause""], [""type"", ""witnesses""]]"
1849,19865,"[["""", ""clause""], [""type"", ""disposition""]]"
1850,19866,"[["""", ""clause""], [""type"", ""warrandice""]]"
1851,19867,"[["""", ""clause""], [""type"", ""holding""]]"
1852,19868,"[["""", ""clause""], [""type"", ""boundaries""]]"
1853,19869,"[["""", ""clause""], [""type"", ""address""]]"
1854,19870,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1855,19871,"[["""", ""clause""], [""type"", ""notification""]]"
1856,19872,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1857,19873,"[["""", ""clause""], [""type"", ""witnesses""]]"
1858,19874,"[["""", ""clause""], [""type"", ""disposition""]]"
1859,19875,"[["""", ""clause""], [""type"", ""warrandice""]]"
1860,19876,"[["""", ""clause""], [""type"", ""holding""]]"
1861,19877,"[["""", ""clause""], [""type"", ""boundaries""]]"
1862,19878,"[["""", ""clause""], [""type"", ""address""]]"
1863,19879,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1864,19880,"[["""", ""clause""], [""type"", ""notification""]]"
1865,19881,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1866,19882,"[["""", ""clause""], [""type"", ""disposition""]]"
1867,19883,"[["""", ""clause""], [""type"", ""witnesses""]]"
1868,19884,"[["""", ""clause""], [""type"", ""warrandice""]]"
1869,19885,"[["""", ""clause""], [""type"", ""holding""]]"
1870,19886,"[["""", ""clause""], [""type"", ""boundaries""]]"
1871,19887,"[["""", ""clause""], [""type"", ""address""]]"
1872,19888,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1873,19889,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1874,19890,"[["""", ""clause""], [""type"", ""disposition""]]"
1875,19891,"[["""", ""clause""], [""type"", ""narration""]]"
1876,19892,"[["""", ""clause""], [""type"", ""witnesses""]]"
1877,19893,"[["""", ""clause""], [""type"", ""disposition""], [""@o"", ""2""]]"
1878,19894,"[["""", ""clause""], [""type"", ""address""]]"
1879,19895,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1880,19896,"[["""", ""clause""], [""type"", ""notification""]]"
1881,19897,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""ansel-de-wittune""]]"
1882,19898,"[["""", ""clause""], [""type"", ""witnesses""]]"
1883,19899,"[["""", ""clause""], [""type"", ""disposition""]]"
1884,19900,"[["""", ""clause""], [""type"", ""warrandice""]]"
1885,19901,"[["""", ""clause""], [""type"", ""address""]]"
1886,19902,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1887,19903,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""ansel-de-wichetune""]]"
1888,19904,"[["""", ""clause""], [""type"", ""notification""]]"
1889,19905,"[["""", ""clause""], [""type"", ""witnesses""]]"
1890,19906,"[["""", ""clause""], [""type"", ""disposition""]]"
1891,19907,"[["""", ""clause""], [""type"", ""warrandice""]]"
1892,19908,"[["""", ""clause""], [""type"", ""holding""]]"
1893,19909,"[["""", ""clause""], [""type"", ""boundaries""]]"
1894,19910,"[["""", ""clause""], [""type"", ""address""]]"
1895,19911,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1896,19912,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1897,19913,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1898,19914,"[["""", ""clause""], [""type"", ""disposition""]]"
1899,19915,"[["""", ""clause""], [""type"", ""witnesses""]]"
1901,19918,"[["""", ""clause""], [""type"", ""holding""]]"
1900,19916,"[["""", ""clause""], [""type"", ""warrandice""]]"
1902,19917,"[["""", ""clause""], [""type"", ""holding""], [""@o"", ""2""]]"
1903,19919,"[["""", ""clause""], [""type"", ""address""]]"
1904,19920,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1905,19921,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""ansellus-de-molla""]]"
1906,19922,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1908,19924,"[["""", ""clause""], [""type"", ""witnesses""]]"
1907,19923,"[["""", ""clause""], [""type"", ""disposition""]]"
