id,annotation_id,elementid
2433,21528,"[["""", ""person""], [""type"", ""title""], [""@text"", ""marescallo""]]"
830,6140,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunecanus""]]"
2431,21526,"[["""", ""person""], [""type"", ""title""], [""@text"", ""marescallo""]]"
2450,21535,"[["""", ""person""], [""type"", ""title""], [""@text"", ""marescallo""]]"
2455,21574,"[["""", ""person""], [""type"", ""title""], [""@text"", ""marescaldo""]]"
2456,21575,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ricardus""]]"
2457,21576,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iohanne""]]"
2458,21577,"[["""", ""person""], [""type"", ""name""], [""@text"", ""a""]]"
2459,21578,"[["""", ""person""], [""type"", ""name""], [""@text"", ""waltero""]]"
2460,21579,"[["""", ""person""], [""type"", ""name""], [""@text"", ""i""]]"
2461,21580,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2462,21581,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""2""]]"
2463,21582,"[["""", ""person""], [""type"", ""name""], [""@text"", ""roberto""]]"
2468,21587,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""3""]]"
2471,21590,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""4""]]"
2472,21591,"[["""", ""person""], [""type"", ""name""], [""@text"", ""roberti""]]"
2473,21592,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gvidonis""]]"
2475,21594,"[["""", ""person""], [""type"", ""name""], [""@text"", ""merlesuano""]]"
2476,21595,"[["""", ""person""], [""type"", ""name""], [""@text"", ""merlesuani""]]"
2477,21596,"[["""", ""person""], [""type"", ""name""], [""@text"", ""odone""]]"
2479,21598,"[["""", ""person""], [""type"", ""name""], [""@text"", ""hugone""]]"
2480,21599,"[["""", ""person""], [""type"", ""name""], [""@text"", ""waltero""], [""@o"", ""2""]]"
2481,21600,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""5""]]"
2482,21601,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gvidone""]]"
2483,21602,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gamel""]]"
2469,21588,"[["""", ""person""], [""type"", ""name""], [""@text"", ""abraham""]]"
2489,21608,"[["""", ""person""], [""type"", ""title""], [""@text"", ""marescallo""]]"
2494,6138,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2490,21609,"[["""", ""person""], [""type"", ""title""], [""@text"", ""ma-rescallo""]]"
2491,21610,"[["""", ""person""], [""type"", ""name""], [""@text"", ""galfrido""]]"
2492,6136,"[["""", ""person""], [""type"", ""name""], [""@text"", ""hugone""]]"
2495,6134,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""2""]]"
2474,21593,"[["""", ""person""], [""type"", ""name""], [""@text"", ""adam""]]"
2451,21536,"[["""", ""person""], [""type"", ""name""], [""@text"", ""patricio""], [""@o"", ""2""]]"
2454,21539,"[["""", ""person""], [""type"", ""name""], [""@text"", ""patricio""]]"
2502,21615,"[["""", ""person""], [""type"", ""name""], [""@text"", ""edwardo""]]"
2504,21603,"[["""", ""person""], [""type"", ""title""], [""@text"", ""marescallus""]]"
2470,21589,"[["""", ""person""], [""type"", ""name""], [""@text"", ""stephano""]]"
2464,21583,"[["""", ""person""], [""type"", ""name""]]"
2493,6135,"[["""", ""person""], [""type"", ""name""], [""@text"", ""helia""]]"
2478,21597,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gospatricio""]]"
2512,21620,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogero-auenel""]]"
2516,21624,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogeri""], [""@o"", ""2""]]"
2519,21627,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogeri""]]"
2520,21628,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogeri""], [""@o"", ""2""]]"
2521,21629,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogero""]]"
2523,21531,"[["""", ""person""], [""type"", ""title""], [""@text"", ""marescallo""], [""@o"", ""2""]]"
2515,21623,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogeri""]]"
2511,21619,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogero-avenel""]]"
2453,21538,"[["""", ""person""], [""type"", ""name""], [""@text"", ""matheo""]]"
2452,21537,"[["""", ""person""], [""type"", ""name""], [""@text"", ""thoma""]]"
2467,21586,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alexandro""]]"
2501,21614,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunec""]]"
2500,21613,"[["""", ""person""], [""type"", ""name""], [""@text"", ""hugone""]]"
2499,21612,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2498,21611,"[["""", ""person""], [""type"", ""name""], [""@text"", ""waltero""]]"
2497,10665,"[["""", ""person""], [""type"", ""name""], [""@text"", ""thor""]]"
2503,21616,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iohanne""]]"
2466,21585,"[["""", ""person""], [""type"", ""name""], [""@text"", ""roberto""], [""@o"", ""2""]]"
2526,21859,"[["""", ""person""], [""type"", ""title""], [""@text"", ""constabulario""]]"
3073,23044,"[["""", ""clause""], [""type"", ""disposition""]]"
2524,21857,"[["""", ""person""], [""type"", ""title""], [""@text"", ""constabulario""]]"
2527,21860,"[["""", ""person""], [""type"", ""title""], [""@text"", ""constabulario""]]"
2528,21862,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2529,21863,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2530,21864,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2531,21865,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2532,21866,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2533,21867,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2534,21868,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2535,21869,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2536,21870,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2537,21871,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2538,21872,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2539,21873,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2540,21874,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2541,21875,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerarius""]]"
2543,21877,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2544,21878,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2545,21879,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2546,21880,"[["""", ""clause""], [""type"", ""address""]]"
2542,21876,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2549,22060,"[["""", ""person""], [""type"", ""title""], [""@text"", ""camerario""]]"
2550,22151,"[["""", ""clause""], [""type"", ""holding""]]"
2553,22154,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2552,22153,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2555,22156,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
2556,22157,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2558,22159,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2559,22160,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2560,22161,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2561,22162,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutes-in-christo""]]"
2562,22386,"[["""", ""person""], [""type"", ""name""], [""@text"", ""nic""]]"
2563,22387,"[["""", ""person""], [""type"", ""name""], [""@text"", ""w""]]"
2925,22757,"[["""", ""clause""], [""type"", ""witnesses""]]"
2548,21882,"[["""", ""clause""], [""type"", ""address""]]"
2551,22152,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2547,21881,"[["""", ""clause""], [""type"", ""address""]]"
2525,21858,"[["""", ""person""], [""type"", ""title""], [""@text"", ""constabulario""]]"
2564,22388,"[["""", ""person""], [""type"", ""name""], [""@text"", ""hugone""]]"
2565,22389,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunecano""]]"
2566,22390,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gileberto""]]"
2567,22391,"[["""", ""person""], [""type"", ""name""], [""@text"", ""hugone-giffard""]]"
2568,22392,"[["""", ""person""], [""type"", ""name""], [""@text"", ""nesso""]]"
2569,22393,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmi""]]"
2570,22394,"[["""", ""person""], [""type"", ""name""], [""@text"", ""galfrido""]]"
2571,22395,"[["""", ""person""], [""type"", ""name""], [""@text"", ""waltero""]]"
2572,22396,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2573,22397,"[["""", ""person""], [""type"", ""name""], [""@text"", ""andrea""]]"
2574,22398,"[["""", ""person""], [""type"", ""name""], [""@text"", ""matheo""]]"
2575,22399,"[["""", ""person""], [""type"", ""name""], [""@text"", ""orm""]]"
2576,22400,"[["""", ""person""], [""type"", ""name""], [""@text"", ""hugonis""]]"
2577,22401,"[["""", ""person""], [""type"", ""name""], [""@text"", ""w""]]"
2578,22402,"[["""", ""person""], [""type"", ""name""], [""@text"", ""r""], [""@o"", ""2""]]"
2579,22403,"[["""", ""person""], [""type"", ""name""], [""@text"", ""r""]]"
2580,22404,"[["""", ""person""], [""type"", ""name""], [""@text"", ""i""]]"
2581,22405,"[["""", ""clause""], [""type"", ""intitulatio""]]"
2582,22406,"[["""", ""clause""], [""type"", ""address""]]"
2583,22407,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2584,22408,"[["""", ""clause""], [""type"", ""disposition""]]"
2585,4025,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogero""]]"
2586,22409,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ranulfus""]]"
2587,22410,"[["""", ""person""], [""type"", ""name""], [""@text"", ""roberto""]]"
2588,22411,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid""]]"
2589,22412,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iohanne""]]"
2590,22414,"[["""", ""person""], [""type"", ""name""], [""@text"", ""stephano""]]"
2591,22415,"[["""", ""person""], [""type"", ""name""], [""@text"", ""henrrico""]]"
2592,22416,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""2""]]"
2593,22417,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alano""]]"
2594,22418,"[["""", ""person""], [""type"", ""name""], [""@text"", ""patricio""], [""@o"", ""3""]]"
2595,22419,"[["""", ""person""], [""type"", ""name""], [""@text"", ""symone""]]"
2596,22420,"[["""", ""person""], [""type"", ""name""], [""@text"", ""thome""]]"
2597,22421,"[["""", ""person""], [""type"", ""name""], [""@text"", ""waltero""]]"
2598,22422,"[["""", ""person""], [""type"", ""name""], [""@text"", ""andrea""]]"
2599,22423,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""3""]]"
2600,22424,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""ranulfus-de-bonkil""]]"
2601,22425,"[["""", ""clause""], [""type"", ""address""]]"
2602,22426,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
2603,22427,"[["""", ""clause""], [""type"", ""witnesses""]]"
2604,22428,"[["""", ""clause""], [""type"", ""holding""]]"
2605,22429,"[["""", ""clause""], [""type"", ""disposition""]]"
2606,22413,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
3075,23046,"[["""", ""clause""], [""type"", ""witnesses""]]"
2636,22473,"[["""", ""clause""], [""type"", ""witnesses""]]"
2637,22474,"[["""", ""clause""], [""type"", ""holding""]]"
2607,22430,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ade""]]"
2608,22431,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid""]]"
2609,22432,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogero-auenel""]]"
2610,22433,"[["""", ""person""], [""type"", ""name""], [""@text"", ""waltero-olifard""]]"
2611,22434,"[["""", ""clause""], [""type"", ""witnesses""]]"
2612,22435,"[["""", ""clause""], [""type"", ""intitulatio""]]"
2613,22436,"[["""", ""clause""], [""type"", ""address""]]"
2614,22437,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2616,22439,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-quod""]]"
2617,22440,"[["""", ""clause""], [""type"", ""disposition""]]"
2618,22441,"[["""", ""clause""], [""type"", ""prohibition""]]"
2620,22443,"[["""", ""person""], [""type"", ""name""], [""@text"", ""walt-olifard""]]"
2621,22444,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alani""]]"
2622,22445,"[["""", ""person""], [""type"", ""name""], [""@text"", ""walt""]]"
2623,22446,"[["""", ""clause""], [""type"", ""address""]]"
2624,22447,"[["""", ""clause""], [""type"", ""intitulatio""]]"
2625,22449,"[["""", ""clause""], [""type"", ""notification""]]"
2626,22450,"[["""", ""person""], [""type"", ""name""], [""@text"", ""math""]]"
2627,22466,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid""]]"
2628,22467,"[["""", ""person""], [""type"", ""name""], [""@text"", ""thoma""]]"
2629,22468,"[["""", ""person""], [""type"", ""name""], [""@text"", ""randulfi""]]"
2630,22469,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid-cumin""]]"
2632,22451,"[["""", ""person""], [""type"", ""name""], [""@text"", ""inger""]]"
2633,22471,"[["""", ""person""], [""type"", ""name""], [""@text"", ""walt-cumin""]]"
2634,22472,"[["""", ""person""], [""type"", ""name""], [""@text"", ""patricio""]]"
2635,22448,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2638,22475,"[["""", ""clause""], [""type"", ""disposition""]]"
2619,22442,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alex""]]"
2639,22476,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmus""]]"
2640,22477,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iacobo""]]"
2641,22478,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2642,22479,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
2643,22480,"[["""", ""clause""], [""type"", ""intitulatio""]]"
2644,22481,"[["""", ""clause""], [""type"", ""address""]]"
2645,22482,"[["""", ""person""], [""type"", ""name""], [""@text"", ""christiana""]]"
2646,22483,"[["""", ""person""], [""type"", ""name""], [""@text"", ""godfrido""]]"
2647,22484,"[["""", ""person""], [""type"", ""name""], [""@text"", ""roberto""]]"
2615,22438,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alex""]]"
3076,23047,"[["""", ""clause""], [""type"", ""boundaries""]]"
3156,23170,"[["""", ""clause""], [""type"", ""disposition""]]"
2648,22485,"[["""", ""person""], [""type"", ""name""], [""@text"", ""werbald""]]"
2649,22486,"[["""", ""person""], [""type"", ""name""], [""@text"", ""steffano""]]"
2650,22487,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ric""]]"
2651,22488,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo-mansell""]]"
2652,22489,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alano""]]"
2653,22490,"[["""", ""person""], [""type"", ""name""], [""@text"", ""petro""]]"
2654,22491,"[["""", ""person""], [""type"", ""name""], [""@text"", ""henrico""]]"
2655,22492,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iuone""]]"
2656,22493,"[["""", ""person""], [""type"", ""name""], [""@text"", ""duncano""]]"
2657,22494,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunc""]]"
2658,22495,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ric""], [""@o"", ""2""]]"
2659,22496,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gileb""]]"
2660,22497,"[["""", ""person""], [""type"", ""name""], [""@text"", ""arthuro""]]"
2661,22498,"[["""", ""person""], [""type"", ""name""], [""@text"", ""roberto""], [""@o"", ""2""]]"
2662,22499,"[["""", ""person""], [""type"", ""name""], [""@text"", ""reginaldo""]]"
2663,22500,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ric""], [""@o"", ""3""]]"
2664,22503,"[["""", ""person""], [""type"", ""name""], [""@text"", ""hugonis""]]"
2665,22504,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alano""], [""@o"", ""2""]]"
2690,22524,"[["""", ""person""], [""type"", ""name""], [""@text"", ""christianus""]]"
2692,22526,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""m-rex-scotie""]]"
2666,22505,"[["""", ""person""], [""type"", ""name""], [""@text"", ""toma-anglico""]]"
2667,22506,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2668,22508,"[["""", ""person""], [""type"", ""name""], [""@text"", ""herberto""]]"
2669,22509,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""2""]]"
2671,22502,"[["""", ""person""], [""type"", ""name""], [""@text"", ""helia""]]"
2672,22501,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ric""], [""@o"", ""4""]]"
2673,22510,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ric""], [""@o"", ""5""]]"
2670,22511,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iohanne""]]"
2674,22507,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iohannis""]]"
2675,22512,"[["""", ""clause""], [""type"", ""witnesses""]]"
2676,22513,"[["""", ""clause""], [""type"", ""holding""]]"
2677,22514,"[["""", ""clause""], [""type"", ""disposition""]]"
2679,22516,"[["""", ""person""], [""type"", ""name""], [""@text"", ""waltero-olifard""]]"
2680,22517,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogerum-auenel""]]"
2678,22515,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alex""]]"
2682,22519,"[["""", ""person""], [""type"", ""name""], [""@text"", ""d""]]"
2683,22520,"[["""", ""person""], [""type"", ""name""], [""@text"", ""malbet""]]"
2684,22521,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alexander""]]"
2685,22522,"[["""", ""person""], [""type"", ""name""], [""@text"", ""robertus""]]"
2686,20763,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ade""]]"
2687,20762,"[["""", ""person""], [""type"", ""name""], [""@text"", ""a""]]"
2688,22523,"[["""", ""person""], [""type"", ""name""], [""@text"", ""thore""]]"
2689,20760,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ada""]]"
2691,22525,"[["""", ""person""], [""type"", ""name""], [""@text"", ""m""]]"
2693,22527,"[["""", ""clause""], [""type"", ""witnesses""]]"
2694,22528,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2695,22529,"[["""", ""clause""], [""type"", ""intitulatio""]]"
2696,22530,"[["""", ""clause""], [""type"", ""address""]]"
2697,22531,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2698,22532,"[["""", ""clause""], [""type"", ""witnesses""]]"
2699,22533,"[["""", ""clause""], [""type"", ""notification""]]"
2700,22534,"[["""", ""clause""], [""type"", ""disposition""]]"
2701,22535,"[["""", ""clause""], [""type"", ""holding""]]"
2702,22536,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alex""]]"
2703,22537,"[["""", ""clause""], [""type"", ""intitulatio""]]"
2704,22538,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
2705,22539,"[["""", ""person""], [""type"", ""name""], [""@text"", ""thome""]]"
2706,22540,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmus""]]"
2707,22541,"[["""", ""person""], [""type"", ""name""], [""@text"", ""derman""]]"
2708,22542,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmus""], [""@o"", ""2""]]"
2709,22543,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmi""]]"
2710,22544,"[["""", ""person""], [""type"", ""name""], [""@text"", ""derman""], [""@o"", ""2""]]"
2711,22545,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2713,22548,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo-auenel""]]"
2714,22549,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo-biset""]]"
2715,22550,"[["""", ""person""], [""type"", ""name""], [""@text"", ""petro""]]"
2716,22551,"[["""", ""person""], [""type"", ""name""], [""@text"", ""johanne""]]"
2717,22552,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rob""]]"
2770,20759,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ada""]]"
2718,22546,"[["""", ""person""], [""type"", ""name""], [""@text"", ""thoma""]]"
2719,22553,"[["""", ""person""], [""type"", ""name""], [""@text"", ""thome""], [""@o"", ""2""]]"
2720,22554,"[["""", ""clause""], [""type"", ""notification""]]"
2721,22555,"[["""", ""clause""], [""type"", ""holding""]]"
2722,20757,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rog""]]"
2723,22556,"[["""", ""person""], [""type"", ""name""], [""@text"", ""eth""]]"
2724,22557,"[["""", ""person""], [""type"", ""name""], [""@text"", ""coleman""]]"
2725,22558,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gillecrist-bretnach""]]"
2726,22559,"[["""", ""person""], [""type"", ""name""], [""@text"", ""edgaro""]]"
2727,22560,"[["""", ""person""], [""type"", ""name""], [""@text"", ""malcolmo""]]"
2728,22561,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gillenem""]]"
2729,22562,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gilleandres""]]"
2730,22564,"[["""", ""person""], [""type"", ""name""], [""@text"", ""simone""]]"
2731,22565,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunecano""]]"
2732,22566,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iocelino""]]"
2733,22567,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2734,22568,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunecanus""]]"
2735,22569,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gilleberti""]]"
2736,22570,"[["""", ""person""], [""type"", ""name""], [""@text"", ""melcolmi""]]"
2737,22571,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid""]]"
2738,22572,"[["""", ""person""], [""type"", ""name""], [""@text"", ""henrici""]]"
2739,22573,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmi""]]"
2740,22574,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid""], [""@o"", ""2""]]"
2741,22575,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunec""]]"
2742,22576,"[["""", ""person""], [""type"", ""name""], [""@text"", ""fergus""]]"
2743,21621,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rog""]]"
2744,22577,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunecanus""]]"
2745,22578,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gileberti""]]"
2746,22579,"[["""", ""person""], [""type"", ""name""], [""@text"", ""fergus""]]"
2747,22580,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid""]]"
2748,22581,"[["""", ""person""], [""type"", ""name""], [""@text"", ""melcolmi""]]"
2749,22582,"[["""", ""person""], [""type"", ""name""], [""@text"", ""henrici""]]"
2750,22583,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmi""]]"
2751,22584,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid""], [""@o"", ""2""]]"
2752,22585,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunecani""]]"
2753,22586,"[["""", ""person""], [""type"", ""name""], [""@text"", ""melcolmo""]]"
2754,22587,"[["""", ""person""], [""type"", ""name""], [""@text"", ""eth""]]"
2755,22588,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""2""]]"
2756,22589,"[["""", ""person""], [""type"", ""name""], [""@text"", ""walter""]]"
2757,22590,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iohanne""]]"
2758,22591,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gilasald""]]"
2759,22592,"[["""", ""person""], [""type"", ""name""], [""@text"", ""giland""]]"
2760,22593,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gillenem""]]"
2761,22594,"[["""", ""person""], [""type"", ""name""], [""@text"", ""colem""]]"
2762,22595,"[["""", ""person""], [""type"", ""name""], [""@text"", ""edg""]]"
2763,22596,"[["""", ""person""], [""type"", ""name""], [""@text"", ""sim""]]"
2764,22597,"[["""", ""person""], [""type"", ""name""], [""@text"", ""gileberto""]]"
2765,22598,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunnecano""]]"
2766,22599,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2767,22600,"[["""", ""person""], [""type"", ""name""], [""@text"", ""iocelino""]]"
2768,22601,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dunecani""], [""@o"", ""2""]]"
2769,22602,"[["""", ""person""], [""type"", ""name""], [""@text"", ""ro-lando""]]"
2771,22603,"[["""", ""person""], [""type"", ""name""], [""@text"", ""morgun""]]"
2772,22604,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alexandro""]]"
2773,22605,"[["""", ""person""], [""type"", ""name""], [""@text"", ""roberto""]]"
2774,22606,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2775,22607,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""2""]]"
2776,22608,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""3""]]"
2777,22609,"[["""", ""person""], [""type"", ""name""], [""@text"", ""roberto""], [""@o"", ""2""]]"
2778,22610,"[["""", ""person""], [""type"", ""name""], [""@text"", ""mauric""]]"
2779,22611,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alano""]]"
2780,22612,"[["""", ""person""], [""type"", ""name""], [""@text"", ""edwardo""]]"
2781,22613,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""], [""@o"", ""4""]]"
2782,6137,"[["""", ""person""], [""type"", ""name""], [""@text"", ""mi-lone""]]"
2783,20752,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogerus""]]"
2785,21622,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rogeri""]]"
2786,22615,"[["""", ""person""], [""type"", ""name""], [""@text"", ""sim""]]"
2787,22616,"[["""", ""person""], [""type"", ""name""], [""@text"", ""herb""]]"
2788,22617,"[["""", ""person""], [""type"", ""name""], [""@text"", ""cristino""]]"
2789,22618,"[["""", ""person""], [""type"", ""name""], [""@text"", ""helya""]]"
2790,22619,"[["""", ""person""], [""type"", ""name""], [""@text"", ""willelmo""]]"
2791,22620,"[["""", ""person""], [""type"", ""name""], [""@text"", ""rad""]]"
2792,22621,"[["""", ""person""], [""type"", ""name""], [""@text"", ""alex""]]"
2793,22622,"[["""", ""person""], [""type"", ""name""], [""@text"", ""geru""]]"
2794,22623,"[["""", ""person""], [""type"", ""name""], [""@text"", ""waltero""]]"
